日付,駅名,乗車人員数
2021-11-30,さっぽろ（南北線）,45020
2021-11-30,さっぽろ（東豊線）,27339
2021-11-30,大通（南北線）,35832
2021-11-30,大通（東西線）,19164
2021-11-30,大通（東豊線）,13366
2021-11-30,すすきの,9293
2020-11-01,さっぽろ（南北線）,29191
2020-11-01,さっぽろ（東豊線）,15226
2020-11-01,大通（南北線）,23198
2020-11-01,大通（東西線）,9244
2020-11-01,大通（東豊線）,6305
2020-11-01,すすきの,9000
2020-11-02,さっぽろ（南北線）,43115
2020-11-02,さっぽろ（東豊線）,24253
2020-11-02,大通（南北線）,33461
2020-11-02,大通（東西線）,17638
2020-11-02,大通（東豊線）,11530
2020-11-02,すすきの,9360
2020-11-03,さっぽろ（南北線）,26445
2020-11-03,さっぽろ（東豊線）,13548
2020-11-03,大通（南北線）,21572
2020-11-03,大通（東西線）,8932
2020-11-03,大通（東豊線）,6031
2020-11-03,すすきの,7291
2020-11-04,さっぽろ（南北線）,43291
2020-11-04,さっぽろ（東豊線）,25469
2020-11-04,大通（南北線）,32982
2020-11-04,大通（東西線）,18080
2020-11-04,大通（東豊線）,11922
2020-11-04,すすきの,8389
2020-11-05,さっぽろ（南北線）,43000
2020-11-05,さっぽろ（東豊線）,25343
2020-11-05,大通（南北線）,32271
2020-11-05,大通（東西線）,18047
2020-11-05,大通（東豊線）,11655
2020-11-05,すすきの,8167
2020-11-06,さっぽろ（南北線）,44639
2020-11-06,さっぽろ（東豊線）,25695
2020-11-06,大通（南北線）,33451
2020-11-06,大通（東西線）,18265
2020-11-06,大通（東豊線）,11742
2020-11-06,すすきの,8558
2020-11-07,さっぽろ（南北線）,32684
2020-11-07,さっぽろ（東豊線）,16277
2020-11-07,大通（南北線）,25205
2020-11-07,大通（東西線）,11260
2020-11-07,大通（東豊線）,7163
2020-11-07,すすきの,8635
2020-11-08,さっぽろ（南北線）,25071
2020-11-08,さっぽろ（東豊線）,12112
2020-11-08,大通（南北線）,20090
2020-11-08,大通（東西線）,8148
2020-11-08,大通（東豊線）,5465
2020-11-08,すすきの,7208
2020-11-09,さっぽろ（南北線）,42149
2020-11-09,さっぽろ（東豊線）,24703
2020-11-09,大通（南北線）,31548
2020-11-09,大通（東西線）,17338
2020-11-09,大通（東豊線）,11589
2020-11-09,すすきの,7677
2020-11-10,さっぽろ（南北線）,42018
2020-11-10,さっぽろ（東豊線）,24934
2020-11-10,大通（南北線）,31173
2020-11-10,大通（東西線）,17523
2020-11-10,大通（東豊線）,11829
2020-11-10,すすきの,7805
2020-11-11,さっぽろ（南北線）,41663
2020-11-11,さっぽろ（東豊線）,24912
2020-11-11,大通（南北線）,31690
2020-11-11,大通（東西線）,17504
2020-11-11,大通（東豊線）,11656
2020-11-11,すすきの,7864
2020-11-12,さっぽろ（南北線）,41055
2020-11-12,さっぽろ（東豊線）,24513
2020-11-12,大通（南北線）,30939
2020-11-12,大通（東西線）,17152
2020-11-12,大通（東豊線）,11592
2020-11-12,すすきの,7531
2020-11-13,さっぽろ（南北線）,42087
2020-11-13,さっぽろ（東豊線）,24765
2020-11-13,大通（南北線）,31803
2020-11-13,大通（東西線）,17373
2020-11-13,大通（東豊線）,11608
2020-11-13,すすきの,8083
2020-11-14,さっぽろ（南北線）,28670
2020-11-14,さっぽろ（東豊線）,15290
2020-11-14,大通（南北線）,23545
2020-11-14,大通（東西線）,10880
2020-11-14,大通（東豊線）,7298
2020-11-14,すすきの,7662
2020-11-15,さっぽろ（南北線）,22814
2020-11-15,さっぽろ（東豊線）,11632
2020-11-15,大通（南北線）,19189
2020-11-15,大通（東西線）,8317
2020-11-15,大通（東豊線）,5341
2020-11-15,すすきの,6344
2020-11-16,さっぽろ（南北線）,39516
2020-11-16,さっぽろ（東豊線）,23834
2020-11-16,大通（南北線）,30378
2020-11-16,大通（東西線）,16899
2020-11-16,大通（東豊線）,11288
2020-11-16,すすきの,7298
2020-11-17,さっぽろ（南北線）,38513
2020-11-17,さっぽろ（東豊線）,23111
2020-11-17,大通（南北線）,29050
2020-11-17,大通（東西線）,16331
2020-11-17,大通（東豊線）,11069
2020-11-17,すすきの,6945
2020-11-18,さっぽろ（南北線）,37752
2020-11-18,さっぽろ（東豊線）,22916
2020-11-18,大通（南北線）,28531
2020-11-18,大通（東西線）,16161
2020-11-18,大通（東豊線）,10961
2020-11-18,すすきの,6911
2020-11-19,さっぽろ（南北線）,38571
2020-11-19,さっぽろ（東豊線）,23330
2020-11-19,大通（南北線）,28981
2020-11-19,大通（東西線）,16008
2020-11-19,大通（東豊線）,10976
2020-11-19,すすきの,6904
2020-11-20,さっぽろ（南北線）,39747
2020-11-20,さっぽろ（東豊線）,23264
2020-11-20,大通（南北線）,30159
2020-11-20,大通（東西線）,16731
2020-11-20,大通（東豊線）,10950
2020-11-20,すすきの,7549
2020-11-21,さっぽろ（南北線）,26090
2020-11-21,さっぽろ（東豊線）,14029
2020-11-21,大通（南北線）,21348
2020-11-21,大通（東西線）,9467
2020-11-21,大通（東豊線）,6533
2020-11-21,すすきの,7141
2020-11-22,さっぽろ（南北線）,21098
2020-11-22,さっぽろ（東豊線）,10231
2020-11-22,大通（南北線）,17506
2020-11-22,大通（東西線）,7160
2020-11-22,大通（東豊線）,4894
2020-11-22,すすきの,6492
2020-11-23,さっぽろ（南北線）,20411
2020-11-23,さっぽろ（東豊線）,10322
2020-11-23,大通（南北線）,17137
2020-11-23,大通（東西線）,7444
2020-11-23,大通（東豊線）,5084
2020-11-23,すすきの,6034
2020-11-24,さっぽろ（南北線）,37835
2020-11-24,さっぽろ（東豊線）,22625
2020-11-24,大通（南北線）,29526
2020-11-24,大通（東西線）,16850
2020-11-24,大通（東豊線）,11347
2020-11-24,すすきの,7035
2020-11-25,さっぽろ（南北線）,37515
2020-11-25,さっぽろ（東豊線）,22424
2020-11-25,大通（南北線）,30312
2020-11-25,大通（東西線）,17351
2020-11-25,大通（東豊線）,11426
2020-11-25,すすきの,7268
2020-11-26,さっぽろ（南北線）,38252
2020-11-26,さっぽろ（東豊線）,22328
2020-11-26,大通（南北線）,30168
2020-11-26,大通（東西線）,16750
2020-11-26,大通（東豊線）,11261
2020-11-26,すすきの,7171
2020-11-27,さっぽろ（南北線）,39023
2020-11-27,さっぽろ（東豊線）,22904
2020-11-27,大通（南北線）,31192
2020-11-27,大通（東西線）,17581
2020-11-27,大通（東豊線）,11480
2020-11-27,すすきの,7633
2020-11-28,さっぽろ（南北線）,26548
2020-11-28,さっぽろ（東豊線）,13748
2020-11-28,大通（南北線）,23015
2020-11-28,大通（東西線）,10366
2020-11-28,大通（東豊線）,7011
2020-11-28,すすきの,7243
2020-11-29,さっぽろ（南北線）,19800
2020-11-29,さっぽろ（東豊線）,10193
2020-11-29,大通（南北線）,17564
2020-11-29,大通（東西線）,7490
2020-11-29,大通（東豊線）,5014
2020-11-29,すすきの,5714
2020-11-30,さっぽろ（南北線）,38302
2020-11-30,さっぽろ（東豊線）,23167
2020-11-30,大通（南北線）,30299
2020-11-30,大通（東西線）,17038
2020-11-30,大通（東豊線）,11612
2020-11-30,すすきの,6897
2019-07-01,さっぽろ（南北線）,55137
2019-07-01,さっぽろ（東豊線）,31313
2019-07-01,大通（南北線）,41438
2019-07-01,大通（東西線）,21364
2019-07-01,大通（東豊線）,14639
2019-07-01,すすきの,14888
2019-07-02,さっぽろ（南北線）,55292
2019-07-02,さっぽろ（東豊線）,33199
2019-07-02,大通（南北線）,41754
2019-07-02,大通（東西線）,21045
2019-07-02,大通（東豊線）,15228
2019-07-02,すすきの,14602
2019-07-03,さっぽろ（南北線）,55124
2019-07-03,さっぽろ（東豊線）,33005
2019-07-03,大通（南北線）,41589
2019-07-03,大通（東西線）,21096
2019-07-03,大通（東豊線）,15132
2019-07-03,すすきの,15479
2019-07-04,さっぽろ（南北線）,58348
2019-07-04,さっぽろ（東豊線）,33885
2019-07-04,大通（南北線）,42713
2019-07-04,大通（東西線）,21678
2019-07-04,大通（東豊線）,15057
2019-07-04,すすきの,15652
2019-07-05,さっぽろ（南北線）,62074
2019-07-05,さっぽろ（東豊線）,32889
2019-07-05,大通（南北線）,46250
2019-07-05,大通（東西線）,22039
2019-07-05,大通（東豊線）,14695
2019-07-05,すすきの,18651
2019-07-06,さっぽろ（南北線）,58798
2019-07-06,さっぽろ（東豊線）,26912
2019-07-06,大通（南北線）,46847
2019-07-06,大通（東西線）,18460
2019-07-06,大通（東豊線）,12306
2019-07-06,すすきの,22726
2019-07-07,さっぽろ（南北線）,45327
2019-07-07,さっぽろ（東豊線）,22858
2019-07-07,大通（南北線）,36930
2019-07-07,大通（東西線）,14763
2019-07-07,大通（東豊線）,10334
2019-07-07,すすきの,16756
2019-07-08,さっぽろ（南北線）,55394
2019-07-08,さっぽろ（東豊線）,31065
2019-07-08,大通（南北線）,41778
2019-07-08,大通（東西線）,20576
2019-07-08,大通（東豊線）,14246
2019-07-08,すすきの,15242
2019-07-09,さっぽろ（南北線）,56246
2019-07-09,さっぽろ（東豊線）,31224
2019-07-09,大通（南北線）,42015
2019-07-09,大通（東西線）,21235
2019-07-09,大通（東豊線）,14397
2019-07-09,すすきの,15004
2019-07-10,さっぽろ（南北線）,57607
2019-07-10,さっぽろ（東豊線）,31296
2019-07-10,大通（南北線）,43227
2019-07-10,大通（東西線）,21824
2019-07-10,大通（東豊線）,14624
2019-07-10,すすきの,15788
2019-07-11,さっぽろ（南北線）,58492
2019-07-11,さっぽろ（東豊線）,31845
2019-07-11,大通（南北線）,43464
2019-07-11,大通（東西線）,21368
2019-07-11,大通（東豊線）,14540
2019-07-11,すすきの,15890
2019-07-12,さっぽろ（南北線）,65168
2019-07-12,さっぽろ（東豊線）,34810
2019-07-12,大通（南北線）,49480
2019-07-12,大通（東西線）,22766
2019-07-12,大通（東豊線）,16040
2019-07-12,すすきの,19704
2019-07-13,さっぽろ（南北線）,58531
2019-07-13,さっぽろ（東豊線）,28990
2019-07-13,大通（南北線）,43999
2019-07-13,大通（東西線）,16844
2019-07-13,大通（東豊線）,12370
2019-07-13,すすきの,21363
2019-07-14,さっぽろ（南北線）,50601
2019-07-14,さっぽろ（東豊線）,33499
2019-07-14,大通（南北線）,39358
2019-07-14,大通（東西線）,15017
2019-07-14,大通（東豊線）,12674
2019-07-14,すすきの,19362
2019-07-15,さっぽろ（南北線）,44446
2019-07-15,さっぽろ（東豊線）,21743
2019-07-15,大通（南北線）,32863
2019-07-15,大通（東西線）,13634
2019-07-15,大通（東豊線）,9741
2019-07-15,すすきの,15872
2019-07-16,さっぽろ（南北線）,56680
2019-07-16,さっぽろ（東豊線）,30991
2019-07-16,大通（南北線）,42035
2019-07-16,大通（東西線）,21479
2019-07-16,大通（東豊線）,14665
2019-07-16,すすきの,15285
2019-07-17,さっぽろ（南北線）,57261
2019-07-17,さっぽろ（東豊線）,31554
2019-07-17,大通（南北線）,42424
2019-07-17,大通（東西線）,21397
2019-07-17,大通（東豊線）,14835
2019-07-17,すすきの,15951
2019-07-18,さっぽろ（南北線）,58535
2019-07-18,さっぽろ（東豊線）,31235
2019-07-18,大通（南北線）,42853
2019-07-18,大通（東西線）,21559
2019-07-18,大通（東豊線）,14748
2019-07-18,すすきの,15728
2019-07-19,さっぽろ（南北線）,62053
2019-07-19,さっぽろ（東豊線）,35982
2019-07-19,大通（南北線）,48088
2019-07-19,大通（東西線）,23577
2019-07-19,大通（東豊線）,16886
2019-07-19,すすきの,19428
2019-07-20,さっぽろ（南北線）,55939
2019-07-20,さっぽろ（東豊線）,28507
2019-07-20,大通（南北線）,44898
2019-07-20,大通（東西線）,19062
2019-07-20,大通（東豊線）,13559
2019-07-20,すすきの,21377
2019-07-21,さっぽろ（南北線）,43854
2019-07-21,さっぽろ（東豊線）,23049
2019-07-21,大通（南北線）,35168
2019-07-21,大通（東西線）,14768
2019-07-21,大通（東豊線）,10560
2019-07-21,すすきの,16378
2019-07-22,さっぽろ（南北線）,55788
2019-07-22,さっぽろ（東豊線）,30867
2019-07-22,大通（南北線）,41238
2019-07-22,大通（東西線）,20956
2019-07-22,大通（東豊線）,14083
2019-07-22,すすきの,15277
2019-07-23,さっぽろ（南北線）,56196
2019-07-23,さっぽろ（東豊線）,31046
2019-07-23,大通（南北線）,42219
2019-07-23,大通（東西線）,21576
2019-07-23,大通（東豊線）,14691
2019-07-23,すすきの,15559
2019-07-24,さっぽろ（南北線）,56173
2019-07-24,さっぽろ（東豊線）,30941
2019-07-24,大通（南北線）,42529
2019-07-24,大通（東西線）,21743
2019-07-24,大通（東豊線）,14499
2019-07-24,すすきの,15962
2019-07-25,さっぽろ（南北線）,59389
2019-07-25,さっぽろ（東豊線）,31601
2019-07-25,大通（南北線）,44665
2019-07-25,大通（東西線）,22695
2019-07-25,大通（東豊線）,14978
2019-07-25,すすきの,16972
2019-07-26,さっぽろ（南北線）,72964
2019-07-26,さっぽろ（東豊線）,35655
2019-07-26,大通（南北線）,57027
2019-07-26,大通（東西線）,25394
2019-07-26,大通（東豊線）,17260
2019-07-26,すすきの,23552
2019-07-27,さっぽろ（南北線）,54920
2019-07-27,さっぽろ（東豊線）,32880
2019-07-27,大通（南北線）,44334
2019-07-27,大通（東西線）,18413
2019-07-27,大通（東豊線）,14922
2019-07-27,すすきの,21940
2019-07-28,さっぽろ（南北線）,46028
2019-07-28,さっぽろ（東豊線）,21090
2019-07-28,大通（南北線）,34936
2019-07-28,大通（東西線）,14915
2019-07-28,大通（東豊線）,10404
2019-07-28,すすきの,16476
2019-07-29,さっぽろ（南北線）,58020
2019-07-29,さっぽろ（東豊線）,30930
2019-07-29,大通（南北線）,42595
2019-07-29,大通（東西線）,21520
2019-07-29,大通（東豊線）,14661
2019-07-29,すすきの,16125
2019-07-30,さっぽろ（南北線）,58560
2019-07-30,さっぽろ（東豊線）,33077
2019-07-30,大通（南北線）,43518
2019-07-30,大通（東西線）,21567
2019-07-30,大通（東豊線）,15321
2019-07-30,すすきの,16410
2019-07-31,さっぽろ（南北線）,60523
2019-07-31,さっぽろ（東豊線）,31839
2019-07-31,大通（南北線）,44546
2019-07-31,大通（東西線）,21942
2019-07-31,大通（東豊線）,15484
2019-07-31,すすきの,16622
2024-02-01,さっぽろ（南北線）,56306
2024-02-01,さっぽろ（東豊線）,27986
2024-02-01,大通（南北線）,45304
2024-02-01,大通（東西線）,21586
2024-02-01,大通（東豊線）,15907
2024-02-01,すすきの,19396
2024-02-02,さっぽろ（南北線）,62446
2024-02-02,さっぽろ（東豊線）,29555
2024-02-02,大通（南北線）,50159
2024-02-02,大通（東西線）,22570
2024-02-02,大通（東豊線）,16717
2024-02-02,すすきの,22495
2024-02-03,さっぽろ（南北線）,51242
2024-02-03,さっぽろ（東豊線）,20563
2024-02-03,大通（南北線）,45019
2024-02-03,大通（東西線）,17076
2024-02-03,大通（東豊線）,12797
2024-02-03,すすきの,25015
2024-02-04,さっぽろ（南北線）,44315
2024-02-04,さっぽろ（東豊線）,18115
2024-02-04,大通（南北線）,45269
2024-02-04,大通（東西線）,18703
2024-02-04,大通（東豊線）,13154
2024-02-04,すすきの,25528
2024-02-05,さっぽろ（南北線）,59780
2024-02-05,さっぽろ（東豊線）,29455
2024-02-05,大通（南北線）,50775
2024-02-05,大通（東西線）,24687
2024-02-05,大通（東豊線）,17773
2024-02-05,すすきの,23307
2024-02-06,さっぽろ（南北線）,59708
2024-02-06,さっぽろ（東豊線）,29269
2024-02-06,大通（南北線）,50833
2024-02-06,大通（東西線）,24955
2024-02-06,大通（東豊線）,17884
2024-02-06,すすきの,22834
2024-02-07,さっぽろ（南北線）,58608
2024-02-07,さっぽろ（東豊線）,28651
2024-02-07,大通（南北線）,50460
2024-02-07,大通（東西線）,24645
2024-02-07,大通（東豊線）,17666
2024-02-07,すすきの,22265
2024-02-08,さっぽろ（南北線）,58844
2024-02-08,さっぽろ（東豊線）,28367
